song_id,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
2D9vh7FCIJVnsepu4iqBzV,245101,2,1,3,0.038700,0.411,0.80500,0.0000000,0.3610,-3.052,0.3230,0.3000,71.641
1ADciGUxOaUbBFd0rpYx7d,307360,2,1,4,0.089200,0.521,0.70100,0.0000000,0.0876,-5.238,0.0458,0.5180,127.087
0HZhYMZOcUzZKSFwPOti6m,246587,3,1,4,0.726000,0.349,0.34800,0.0000000,0.1200,-6.142,0.0316,0.0886,74.541
2z4U9d5OAA4YLNXoCgioxo,220707,6,0,4,0.004720,0.578,0.92600,0.0127000,0.1400,-3.689,0.0548,0.8770,149.976
0y44Oz1T9uWDKg4SFDWRWH,210720,4,1,4,0.001670,0.481,0.84900,0.0000015,0.1210,-5.131,0.0385,0.7230,205.570
22L7bfCiAkJo5xGSQgmiIO,299613,1,1,4,0.079600,0.541,0.80300,0.0000171,0.1760,-3.284,0.0738,0.2210,142.135
53DB6LJV9B8sz0p1s6tlGS,227773,3,1,5,0.052400,0.523,0.80500,0.0000000,0.0914,-5.473,0.1920,0.6020,125.358
0KztjtD3ytzgYjUKIVfBnW,237747,4,1,4,0.452000,0.572,0.75800,0.0000000,0.2290,-3.931,0.0465,0.7720,163.947
5cCAZS9VhLGEDV4NCfieeg,210267,5,1,4,0.003790,0.696,0.54600,0.0000038,0.3320,-6.550,0.0414,0.7870,130.002
7Dyq1bhhjknLKEGg4k5NLr,228827,0,0,4,0.010300,0.648,0.72200,0.0000000,0.2400,-4.813,0.0427,0.3890,132.973
0yD66650JxhqKbW76C2qCo,225560,2,1,4,0.029300,0.645,0.90400,0.0000000,0.0834,-4.532,0.0462,0.6710,105.970
3TcL0dyCMyr0kyTTc4NLgI,195613,4,1,4,0.084300,0.682,0.92700,0.0000000,0.1490,-2.915,0.0479,0.7440,101.019
4QCVvLRNP45j83odN8Gzml,226227,8,1,4,0.003580,0.736,0.82400,0.0009210,0.3290,-4.231,0.0672,0.4430,124.954
5A6OHHy73AR5tLxgTc98zz,217667,2,0,4,0.064600,0.684,0.83400,0.0000000,0.2710,-4.524,0.0675,0.5380,164.020
2U8g9wVcUu9wsg6i7sFSv8,240796,9,1,4,0.001930,0.425,0.73300,0.0092200,0.1710,-6.883,0.0396,0.3130,117.985
2QtxlzvSBONjs1bDC34ixs,241667,11,0,4,0.000369,0.705,0.88200,0.0000012,0.0934,-3.201,0.0445,0.7000,130.000
46NGAvL695VnbcSeTmQWmM,260947,5,1,4,0.045100,0.601,0.78600,0.0000000,0.2070,-3.040,0.0301,0.4080,114.975
3ts6xK5GzfMAAriT9AIBmP,167427,4,1,4,0.208000,0.600,0.80800,0.0000000,0.1960,-4.679,0.0403,0.8090,172.016
5Lm8wha7kmEuqyjJ237HNM,261747,9,1,4,0.015300,0.579,0.90400,0.0000000,0.2950,-3.545,0.0388,0.7220,79.993
3lBRNqXjPp2j3JMTCXDTNO,253747,6,1,4,0.143000,0.545,0.64900,0.0000157,0.0894,-4.062,0.0324,0.2970,99.099
7vWFaMq63AwkFDhS2OAg5u,307640,6,0,4,0.066200,0.816,0.81300,0.0000028,0.6020,-7.798,0.0664,0.4360,127.979
2Adn2LNgkHMH5TelQVAu4n,243920,11,0,4,0.203000,0.666,0.87000,0.0000000,0.0851,-5.004,0.2460,0.9000,160.014
5FTCKvxzqy72ceS4Ujux4N,263173,2,1,4,0.232000,0.703,0.78400,0.0000000,0.1000,-2.942,0.0779,0.5690,100.027
2F79HavLHwJlfvvJOkkIQD,215627,4,1,4,0.059900,0.584,0.49800,0.0002540,0.1320,-9.288,0.0454,0.3920,141.920
1Z1gf0HVeDzXFVnoOzNObl,246120,9,1,4,0.092200,0.521,0.64700,0.0000821,0.1230,-6.344,0.0295,0.3260,83.963
0AH6WMe3OlAlUb5miXt2FQ,235493,11,0,4,0.103000,0.786,0.71400,0.0000078,0.0746,-4.159,0.0389,0.7100,125.922
047fCsbO4NdmwCBn8pcUXl,347227,9,0,5,0.646000,0.492,0.26000,0.0017800,0.0705,-17.341,0.0921,0.3120,111.519
7B6m8tHAYZsOKOKMU5SR2n,209427,3,1,4,0.183000,0.581,0.85600,0.0000000,0.0871,-4.000,0.0783,0.9180,169.902
2kzRSiyignH8yzPTrWvyPo,191320,9,1,4,0.109000,0.653,0.71100,0.0000000,0.4430,-6.454,0.0623,0.7690,160.048
55qBw1900pZKfXJ6Q9A2Lc,227760,10,1,4,0.013200,0.719,0.80400,0.0000030,0.1390,-4.581,0.0355,0.6050,119.999
5qxULZVAM943gPjtMaH5NX,214280,7,0,4,0.044400,0.639,0.90700,0.0000000,0.1140,-4.749,0.1890,0.6990,120.954
0JXXNGljqupsJaZsgSbMZV,195373,11,0,4,0.027500,0.684,0.60300,0.0003110,0.1910,-8.127,0.0989,0.5040,81.000
4B3RmT3cGvh8By3WY9pbIx,221293,7,1,4,0.149000,0.484,0.60400,0.0000000,0.1310,-3.314,0.0328,0.1810,103.316
3LUWWox8YYykohBbHUrrxd,204760,8,1,4,0.009870,0.736,0.81700,0.0016700,0.1170,-4.900,0.0407,0.6530,119.950
4Lrv45qDaFPvGSQ1lG8Rhr,195093,4,0,4,0.027600,0.720,0.92500,0.0002380,0.1400,-4.165,0.0511,0.7810,127.004
203lAMNjyNvuFUHXUxh3hI,273893,3,1,4,0.458000,0.667,0.38100,0.0000000,0.1160,-7.494,0.0294,0.1990,135.979
5l6GqSxplqnZbLg0LTPQeG,293040,2,1,4,0.030800,0.521,0.63300,0.0000000,0.4010,-5.664,0.0302,0.2870,141.887
3dhvQUA0NyrAea4vQ7X6Gn,248107,2,1,4,0.034100,0.634,0.71600,0.0000000,0.0877,-6.502,0.1280,0.6190,91.039
1r3myKmjWoOqRip99CmSj1,206080,2,0,4,0.020000,0.671,0.80800,0.0000000,0.1340,-4.861,0.0652,0.6370,121.956
3ZdJffjzJWFimSQyxgGIxN,237800,1,1,4,0.042100,0.531,0.75200,0.0000000,0.1200,-6.161,0.0305,0.1030,89.917
2TAcwD5KcV9uY3O1tLGV15,184920,8,1,4,0.039000,0.485,0.70100,0.0000000,0.0977,-3.807,0.0288,0.6130,151.948
2D2tn77f5ZrADmf8h4zR3t,277400,3,1,4,0.024000,0.560,0.86900,0.0000029,0.1360,-3.804,0.0387,0.5190,136.001
0PgNhIg5n0UAOBVn43b8b6,282400,4,0,4,0.001120,0.683,0.73400,0.0139000,0.2580,-4.523,0.0290,0.5760,106.254
1qjl8UJtWTHrk4SFpwftSN,220173,11,1,4,0.560000,0.441,0.64400,0.0000000,0.1090,-5.774,0.0363,0.3490,141.733
2KBudV1Lf6ZDIS9hi60Lc5,227760,4,1,4,0.724000,0.540,0.42200,0.0000000,0.1130,-6.959,0.0282,0.2030,131.966
6kxPb62Z64BUkB2fO1r0X6,214733,6,1,4,0.418000,0.511,0.66600,0.0000013,0.1330,-5.050,0.0311,0.5760,170.893
3pkzJjJXfdDjhpXx639MIH,243520,1,0,4,0.086200,0.680,0.84900,0.0001300,0.1740,-6.475,0.0376,0.5360,111.969
5FIp4LrsffxiHLhmmpCbCx,301987,2,1,4,0.282000,0.536,0.65000,0.0000012,0.0876,-5.603,0.0337,0.2880,147.930
59tUXZ9dL0qkaa18WCfUnZ,191253,2,1,4,0.290000,0.579,0.87800,0.0000000,0.7890,-5.396,0.1450,0.8800,165.972
4EDeBzhZMcHEx7A8IcDiaL,177867,8,1,4,0.064200,0.437,0.84400,0.0000014,0.1240,-3.394,0.0381,0.4930,155.066
2MWOqewf5j0qf2b6S5J6cS,205453,0,1,4,0.834000,0.461,0.26700,0.0000203,0.1070,-8.514,0.0278,0.4810,87.918
5DYdSVIuW3hBandJ9nXAdi,283385,3,1,4,0.120000,0.878,0.71700,0.6560000,0.0475,-9.875,0.0357,0.5610,127.968
11OFYsUK9EVJsQ6nutH32M,180267,6,1,4,0.075500,0.604,0.77300,0.0000036,0.1100,-6.630,0.0368,0.5630,127.901
40Kv5cQjERTfkMym9yrpt1,227093,11,1,4,0.050100,0.465,0.63800,0.0000000,0.1280,-6.055,0.0294,0.4150,75.330
7Lmwj2fe8MpGXypOuLGO2C,193133,9,1,4,0.050700,0.497,0.70100,0.0000000,0.1030,-5.996,0.0306,0.3760,172.126
1tZ5C8zI326sIB4kBErdmC,228493,1,1,4,0.362000,0.610,0.49700,0.0000000,0.1070,-4.885,0.0270,0.1630,125.029
4Dio1t8RHzLv1nfPJTSZyP,195440,9,0,4,0.001590,0.552,0.98000,0.0055200,0.4380,-4.676,0.2540,0.6680,162.961
1U8Ho1nOzKXYDvfigOuHG4,235120,7,1,5,0.000763,0.497,0.87200,0.0000894,0.1710,-6.166,0.1150,0.3830,126.785
1uXbwHHfgsXcUKfSZw5ZJ0,236093,0,1,4,0.004960,0.733,0.89900,0.0000472,0.3720,-4.237,0.1430,0.7600,127.086
6Lc3F5h5UHGXbYM8zbFbLN,273587,3,1,4,0.030600,0.657,0.78300,0.0000041,0.0938,-8.414,0.0394,0.7620,127.986
5AyL2kgLtTWEu3qO3B9SqK,216893,3,1,4,0.006760,0.435,0.83700,0.0000000,0.1170,-8.126,0.4490,0.7780,124.913
4Jz4bjXeiF2SXVj9P4YfY5,189933,0,1,4,0.046900,0.674,0.77800,0.0000000,0.1450,-5.367,0.0376,0.8160,90.010
7z73ehYAn9O1XP9XlCqVtd,200880,1,1,4,0.006830,0.719,0.61600,0.0000311,0.0742,-3.951,0.0395,0.6250,124.963
0l4DTppOxy7NUaEcwXuOb6,212307,5,1,4,0.000340,0.482,0.82900,0.0000000,0.3780,-5.576,0.0437,0.7390,147.990
6bdDMSGOpu4u2AT4rarSDc,214573,4,1,4,0.657000,0.555,0.49600,0.0000011,0.1060,-10.120,0.1430,0.5430,153.301
2IpGdrWvIZipmaxo1YRxw5,242013,1,1,4,0.020500,0.845,0.60100,0.0000000,0.3850,-5.283,0.1610,0.3290,74.008
15fZHvjZXoAILTvmt4EXIk,187733,4,1,4,0.409000,0.412,0.45700,0.0187000,0.0978,-9.142,0.0288,0.2020,74.824
0NYmOkHR8wnbjdLBS2oZq2,236027,1,1,4,0.522000,0.367,0.40300,0.0000052,0.1260,-10.629,0.0332,0.5700,76.526
6fIvjDuusQK59brMgHV9qb,218867,4,1,4,0.121000,0.625,0.82600,0.0000000,0.1580,-5.037,0.0325,0.6990,99.919
3ZS81p0k0jf3BgBZC9Flk7,246172,2,1,4,0.476000,0.588,0.53100,0.9310000,0.1100,-8.546,0.0334,0.2010,142.001
3qJQtLfi7ztIz7JYDrVHrg,215573,11,1,4,0.024900,0.409,0.76500,0.0000062,0.1040,-5.696,0.0412,0.5000,83.093
29aSfWddeZJCfnrcMb20sy,227227,6,1,4,0.015000,0.558,0.67300,0.0006550,0.0758,-4.914,0.0291,0.4450,139.985
1NhPKVLsHhFUHIOZ32QnS2,224693,2,1,4,0.098000,0.515,0.76700,0.0000000,0.1210,-6.199,0.0352,0.3800,148.024
5JHNg1hxZFT7TDEphhM4wj,231680,4,1,4,0.041500,0.487,0.96100,0.0000012,0.5530,-4.139,0.1320,0.3230,170.005
1mX6SYJ1ZpcoxQUiER8wOI,270387,2,1,4,0.000233,0.606,0.94200,0.0000071,0.1060,-3.618,0.0357,0.3730,110.980
5PEleSkK4p4E1sx3x7cOLt,166560,6,1,4,0.019300,0.615,0.81300,0.0000000,0.1960,-4.318,0.1430,0.7990,167.991
0g31yfQdoNIeOznZRBfaWP,196707,11,1,4,0.104000,0.608,0.81700,0.0000000,0.2470,-4.207,0.0296,0.4700,117.367
0FfaYaqn7Jyrlr0sRlNBxk,218844,11,1,4,0.040900,0.486,0.64000,0.0001780,0.1650,-6.284,0.0283,0.1860,86.574
1kMuU3TNQvHbqvXCWBodmP,271947,3,0,4,0.043500,0.376,0.84100,0.0000000,0.5780,-4.348,0.3560,0.4630,76.052
6jg5SRvdGxvJ0DzNV0UqEK,196813,4,0,4,0.002960,0.699,0.88200,0.0544000,0.1300,-3.896,0.0311,0.6570,120.016
5pemEFax3jfocz4FGHa3UC,186107,0,1,4,0.380000,0.552,0.78800,0.0000000,0.1500,-4.112,0.0525,0.6410,76.528
0uIGzK6ukV0A5yWoCxPkRL,251613,7,1,4,0.230000,0.437,0.61500,0.0000000,0.1170,-3.813,0.0369,0.3450,169.784
3aVHmjnWtDJvPEDSP4hzsa,212347,9,0,4,0.044500,0.559,0.41400,0.0000000,0.2040,-7.032,0.3510,0.4720,155.949
5W7xC99N2Zzfh69r7I7zWK,270627,10,0,4,0.012500,0.570,0.58000,0.0000000,0.0497,-5.547,0.2090,0.4050,171.917
1ocx1xNys1KVbUvjy6bV99,326133,8,1,4,0.063500,0.439,0.51900,0.0014500,0.0853,-6.903,0.0297,0.1520,111.010
5I6YA7oHtraxwWQzzCugDt,209693,6,0,4,0.444000,0.664,0.90900,0.0000000,0.5250,-3.552,0.2200,0.5570,93.977
7F25roCtYi55JouckaayPC,249067,10,0,4,0.001080,0.664,0.93400,0.0000277,0.2700,-3.848,0.0697,0.5300,130.982
42loEE51UDcecom9K8K4ei,173360,9,1,4,0.220000,0.656,0.87700,0.0000000,0.0785,-5.656,0.0329,0.9580,144.871
2jt90bYlYDg1lXYWES34LJ,266480,4,1,4,0.007360,0.541,0.79400,0.0002650,0.0302,-3.517,0.0446,0.6570,139.929
7CpxI6HUamO1sfG7Q64crM,235773,1,1,3,0.087600,0.381,0.68000,0.0014700,0.1680,-4.724,0.1620,0.1670,162.246
4LGPSTZwLtFrM1J1TJG9YB,198173,1,1,4,0.001550,0.795,0.77500,0.0000178,0.4660,-3.915,0.0792,0.0751,140.061
6s9GPlGYAUK6Nq5WlSuHuU,229840,10,1,4,0.346000,0.487,0.66800,0.0000456,0.1070,-4.251,0.0321,0.1840,90.083
6Ray43gNA6LZxareyESwNk,311640,2,1,4,0.126000,0.507,0.66900,0.0002630,0.1110,-5.104,0.0275,0.4840,88.525
7DkzLcSXS4KhSvbvIJja3M,229253,8,1,4,0.052000,0.498,0.91600,0.0000013,0.0734,-3.728,0.0662,0.3520,115.045
456WNXWhDwYOSf5SpTuqxd,252819,7,1,4,0.033800,0.501,0.80900,0.0060200,0.1190,-5.264,0.0938,0.2580,149.964
2abHKI9Oox4NBEhOh3HMbq,229720,0,1,4,0.001150,0.630,0.86000,0.0000012,0.2310,-6.117,0.0327,0.9110,95.978
5rX60GiR64Epgri9Ubjzg9,243800,11,1,4,0.059900,0.654,0.59900,0.0000000,0.1610,-6.699,0.0563,0.3330,119.778
1Bx0zEdVjkFlV27iKaePug,267000,0,0,4,0.047900,0.457,0.89600,0.0000000,0.0503,-3.965,0.1890,0.5980,155.733
7aGDGVaOaO6T33bQNrjeai,270545,5,0,4,0.022800,0.914,0.78300,0.2670000,0.0693,-5.695,0.0681,0.5140,125.009
61EWvc5vPvrj1Ir9aeVHEK,205253,7,1,4,0.012300,0.476,0.92200,0.0000000,0.2530,-4.313,0.0609,0.5910,167.916
6z6CGFbowofeJZCMmJ7Qnc,210747,8,1,4,0.150000,0.633,0.73200,0.0000000,0.0737,-2.989,0.0306,0.8130,126.946
2Ykyj72wTwr2Ig10kbil09,227013,0,1,4,0.215000,0.715,0.93600,0.9640000,0.0949,-6.288,0.0328,0.2650,127.995
1OUxBM6TphEnDh4EQkNRv1,200200,8,1,4,0.363000,0.531,0.54900,0.0000000,0.1180,-7.895,0.0378,0.6810,171.781
5KVbaJP4IOZmZZlj5v4jp2,436880,9,1,4,0.221000,0.433,0.66800,0.0000000,0.1260,-6.544,0.2110,0.3510,70.478
0xM8GcOTYlxy9ERBV8Ksx1,240120,1,0,4,0.025200,0.523,0.79200,0.0000000,0.0811,-5.033,0.0654,0.5830,156.036
4isk4UYRcmslphcTq61xUg,226360,9,0,4,0.216000,0.372,0.64200,0.0000000,0.1140,-4.819,0.1480,0.6470,67.839
3P5h94RH9LOBwD8OF84M0u,210093,8,1,4,0.001500,0.544,0.87000,0.0000028,0.2460,-6.103,0.2600,0.5020,129.984
63mrby3G1VdC0LbxmFUcSy,220387,2,1,4,0.017200,0.623,0.77200,0.0000000,0.0682,-8.480,0.0330,0.8480,134.019
0KGWGfFDNoVVGOPvoFZw6w,183867,2,1,4,0.012300,0.533,0.79900,0.0008790,0.1060,-2.594,0.0531,0.5210,127.040
1HYKv0B6bYycqpxWHydKy9,167813,9,1,4,0.473000,0.734,0.69800,0.0000802,0.2970,-5.833,0.0331,0.6050,114.031
0H6fDB7YaMZe1rXCmATx9l,220373,11,0,4,0.064300,0.451,0.58800,0.0000000,0.1710,-7.973,0.2000,0.3320,171.849
6PIEXcqp6liOHnLjhCslBk,267377,10,1,4,0.000863,0.618,0.55500,0.0730000,0.0927,-10.081,0.0792,0.1400,174.006
7v0mtl6oInUtHOmTk2b0gC,259027,11,0,4,0.000025,0.511,0.72800,0.0000741,0.0725,-4.874,0.0370,0.5410,138.179
13zhyZhlM0VzUpEW8aShcp,219107,7,1,4,0.020700,0.642,0.88600,0.0275000,0.3910,-6.151,0.0400,0.2870,123.985
4pMthcoro71yK2jCBmcefv,297808,11,1,4,0.036300,0.591,0.92000,0.0000000,0.1420,-3.159,0.0836,0.3490,129.951
67Io3gxHwfbUreBf114c0u,230773,7,1,4,0.004220,0.621,0.77400,0.0000027,0.1480,-2.809,0.0305,0.6880,121.079
0P8qiUt6Of1XGHShZzvURU,210213,0,1,4,0.118000,0.788,0.67900,0.0000000,0.0558,-5.572,0.0693,0.8380,113.019
0m8Ta268d1kBBG7lxMyWqa,240240,2,1,4,0.442000,0.341,0.65900,0.0000000,0.0960,-5.419,0.0357,0.2690,79.987
0JcKdUGNR7zI4jJDLyYXbi,247587,1,1,4,0.329000,0.702,0.79500,0.0000000,0.0505,-4.764,0.0568,0.8360,83.961
1hiIyiFaVmFvYKDnEWGzvb,271267,11,1,5,0.095900,0.351,0.79700,0.0000412,0.1570,-4.286,0.0379,0.2430,129.140
3wGnGk9AtI0HFunOexdOIT,201040,11,0,4,0.003720,0.675,0.60100,0.0000000,0.0458,-4.733,0.1160,0.9310,127.938
0UQDSP8cz6WmLJckO5jqUQ,307973,1,1,4,0.223000,0.745,0.75300,0.0000000,0.7050,-2.408,0.1640,0.5890,144.057
1ea97AUSazu2QZw9BnHJqK,187840,10,0,4,0.165000,0.712,0.92400,0.0000177,0.9060,-2.802,0.0683,0.9010,77.508
0XMRXfJjiQ8sav03tUecd9,202000,1,1,4,0.007520,0.846,0.77400,0.0000000,0.2070,-5.131,0.0509,0.3750,120.012
6XAA7T9VHcqKQSzjmXAJ8o,318360,7,1,4,0.032800,0.496,0.78500,0.0000000,0.0941,-3.472,0.3060,0.3570,170.020
7JS582OivCCXWuSNcXGLHO,172500,1,1,4,0.854000,0.536,0.48200,0.8200000,0.1480,-8.858,0.0315,0.3670,90.011
6WTJj7qXOh0XonzXAHUqGG,215333,8,1,4,0.039300,0.547,0.80500,0.0000175,0.3320,-4.340,0.0293,0.5570,110.027
6qLl3OmST6aWsEuxePXCPE,215067,6,0,4,0.051300,0.671,0.89900,0.0000000,0.1920,-4.710,0.1390,0.6290,83.260
2U0tVw78WKa3Xd9NhBEwMF,260413,8,0,4,0.000679,0.652,0.70000,0.0000000,0.1840,-2.908,0.1390,0.6280,148.119
6wN4nT2qy3MQc098yL3Eu9,276560,1,1,4,0.032400,0.692,0.73600,0.0000000,0.0787,-5.109,0.1100,0.2170,73.987
6plKFdrBnKF0y3CRuceTDh,208280,9,1,4,0.007430,0.742,0.85300,0.0000048,0.3320,-4.147,0.0393,0.9500,107.030
0PEoDuSyUrSFFjV7XmY58P,284960,0,0,4,0.020700,0.413,0.89100,0.0000022,0.3190,-4.235,0.0656,0.5550,176.986
2oNaNma4AsoYwiQIggQfrI,211696,1,0,4,0.258000,0.725,0.60700,0.0000043,0.1480,-8.183,0.0348,0.7790,124.093
0HdQ1ziXFCx0B1q7ZRa4PL,341304,1,0,4,0.026200,0.591,0.84700,0.7760000,0.0597,-8.262,0.0541,0.2330,174.022
6VWUOFXGwH1OgyPrfRONrn,217907,11,0,4,0.116000,0.944,0.76000,0.0000000,0.1130,-4.355,0.0851,0.5450,98.001
7tK1fO2PVs80OnVB1RSa89,245187,11,1,4,0.327000,0.567,0.44800,0.0000291,0.1330,-10.904,0.0296,0.1010,134.018
2XkZMkWmzVTDChykFbndyr,198453,10,1,4,0.001010,0.917,0.64500,0.6280000,0.0785,-4.684,0.0964,0.5960,105.974
4XRZbiVdsA5qv6f6qP70lS,200453,10,1,4,0.139000,0.697,0.77500,0.0000000,0.0737,-4.106,0.0636,0.8220,90.015
74mZKvZcZzzvbOnt8NfWda,268187,2,1,4,0.422000,0.545,0.52200,0.0000000,0.1190,-9.241,0.0341,0.4460,164.869
2uZhNjlUQ9mnt0rS7hcAgF,191333,10,0,4,0.020600,0.770,0.64100,0.0002300,0.1060,-6.077,0.0350,0.6390,96.980
2KFx0xytS5XgKEk71s2xAI,215880,11,0,3,0.752000,0.492,0.38300,0.0004130,0.1190,-7.735,0.0277,0.2480,132.100
1ZHYJ2Wwgxes4m8Ba88PeK,378893,2,1,5,0.002440,0.628,0.69200,0.0130000,0.6680,-5.640,0.2020,0.0964,124.791
7gA5OQWsvAY7HhazroFuwI,249427,2,1,4,0.053100,0.639,0.93800,0.0000000,0.6170,-2.729,0.0433,0.8860,112.012
3xuzbqmCALn6Ua8JeOrnZl,211293,6,0,4,0.063100,0.738,0.95200,0.0000000,0.2160,-3.386,0.0515,0.8990,122.000
2pey6ClOaWssXa4tVBGVJP,163453,6,0,4,0.002170,0.692,0.85800,0.0000485,0.3580,-4.354,0.0300,0.6900,125.944
4fK6E2UywZTJIa5kWnCD6x,210026,8,0,4,0.030700,0.684,0.88900,0.0000026,0.7750,-4.555,0.1020,0.5820,112.004
2KrN3MCNztKcSleZgHEj83,245173,5,1,4,0.031900,0.513,0.49300,0.0000291,0.0902,-7.845,0.0272,0.4510,138.753
76Je5Wklky23mVoxiRszcN,255960,9,1,4,0.000036,0.231,0.86600,0.0005520,0.2900,-5.131,0.0517,0.1910,138.311
6T689Jvh5KrSXyaPtUWZtQ,225080,7,1,4,0.048500,0.696,0.73400,0.0000000,0.1830,-5.294,0.0298,0.7110,107.987
05Rdg52eBYVUy5A55rnz39,189440,8,1,4,0.081800,0.389,0.69500,0.0000000,0.0698,-2.400,0.0348,0.7780,167.968
5SHrrJllBeZqG7wEWZvYSN,204360,9,1,4,0.169000,0.554,0.62100,0.0000000,0.0860,-5.370,0.0325,0.2570,147.798
26bRcXA9qmivWYTPocMlfT,256613,9,1,4,0.339000,0.610,0.76100,0.0000188,0.0839,-6.022,0.0627,0.4330,120.017
5tJshxmhlcjKdfMByzq1ot,224816,2,1,4,0.167000,0.607,0.78300,0.0000000,0.1050,-4.826,0.0416,0.5570,122.029
4bia7OWZPoswlzXCqESYrR,209520,1,0,4,0.002370,0.634,0.84800,0.0000000,0.0681,-3.843,0.0470,0.6470,105.055
3vkieK8FFhFnPtNRGAqVu1,167680,6,1,4,0.163000,0.628,0.66700,0.0000000,0.1270,-6.282,0.0385,0.5840,160.010
6JMu5Aou3halbknIpdWrLt,276173,10,1,4,0.518000,0.802,0.94700,0.0000000,0.3460,-2.868,0.3110,0.4440,112.416
5tSmAABuoOfR59lrtXdDqm,234547,4,1,4,0.149000,0.519,0.70100,0.0000060,0.2530,-3.503,0.0261,0.3090,147.899
7JBhRYElCvTatV5AmJ3KA5,247385,1,1,4,0.269000,0.878,0.40400,0.0000000,0.0394,-19.090,0.4780,0.7210,130.135
53gRooLqPTfNPUHZvsWdP9,222032,8,1,4,0.228000,0.557,0.53600,0.0382000,0.1380,-10.543,0.0266,0.3270,92.003
6RiBoYJmzjPIUBeoqCR0CS,226376,2,1,4,0.021400,0.628,0.55600,0.8980000,0.1260,-4.937,0.0619,0.1840,168.255
5AfX0lYjfeJjUrFsP26hVF,230240,2,0,4,0.002410,0.618,0.88000,0.0000000,0.3030,-4.171,0.0687,0.6900,128.009
4CUoHBtNOGvJPiKAtaeQeM,235066,3,1,4,0.042900,0.446,0.47700,0.7740000,0.1360,-9.863,0.0469,0.1280,79.836
7LSAtbMWcyKWjIrFOroPhz,226760,2,1,4,0.434000,0.637,0.41600,0.0000000,0.1390,-7.595,0.0269,0.5880,145.922
6Xw2FLih8m5ItDbyP992HH,196907,8,1,4,0.537000,0.388,0.61200,0.0000011,0.1150,-5.141,0.0478,0.3870,75.618
1dXUWskP4zy7Inqpfy5hf6,219267,0,1,4,0.475000,0.512,0.53200,0.0000000,0.0993,-3.280,0.0301,0.2560,147.473
0lYS1tJg3r6ATe9bRPB0Hu,234347,2,0,4,0.012500,0.627,0.81000,0.0000309,0.1110,-5.296,0.0431,0.4090,119.980
0sgnJ5LFjEy2IuQ99NEZ1C,194387,6,1,4,0.177000,0.655,0.54700,0.0000378,0.1180,-5.829,0.0406,0.3830,132.226
2c5Isyd07hWsl7AQia2Dig,249560,1,1,4,0.046400,0.637,0.86100,0.0000000,0.2470,-3.781,0.3250,0.3820,173.838
3O5zp6tOdGFWi0NdzC0frI,212320,11,1,4,0.124000,0.570,0.79700,0.0000011,0.1050,-7.674,0.0599,0.6640,163.969
6F55MQrSDrsmsTH50WCGrk,227507,8,1,4,0.011000,0.619,0.88800,0.0000000,0.1010,-5.198,0.0719,0.4420,124.029
6SKwQghsR8AISlxhcwyA9R,230120,10,1,4,0.332000,0.620,0.83200,0.0000000,0.1040,-4.848,0.0360,0.4810,144.926
4vBRbrTcnPdHVdGZoVWGjZ,179987,4,0,4,0.787000,0.659,0.47200,0.8540000,0.1170,-8.859,0.0787,0.1930,82.549
2dPORt0s6aC8IXaXBvjmDu,185987,2,1,4,0.463000,0.578,0.64800,0.0000093,0.0633,-5.106,0.0522,0.8130,178.011
5O6yk6U8L3rTbFsIwuqe8H,250133,0,0,4,0.952000,0.305,0.45200,0.0000168,0.1290,-6.077,0.0293,0.2100,79.830
56LMxFFL4FacadvviKDAh9,188560,6,1,4,0.092800,0.769,0.82400,0.0000000,0.0275,-2.778,0.0621,0.9380,150.020
7a1538puknbXpg5LnYNwBX,219187,11,1,4,0.162000,0.554,0.62100,0.0000256,0.1550,-7.076,0.0269,0.1510,155.817
39xLX3WF78OpTXc5jMmBkr,261071,7,0,4,0.227000,0.766,0.85200,0.0000000,0.3330,-4.001,0.2960,0.4300,133.778
6LBcHFbzmKSgGjZapRE2B5,215227,2,1,4,0.089700,0.567,0.85100,0.0000000,0.2200,-2.465,0.0322,0.3610,125.887
41TDpmZqjVfCEFE8yMNhGc,250480,4,1,4,0.895000,0.662,0.29000,0.0000000,0.0959,-7.896,0.0349,0.2830,148.393
3eFepXGITXNDXXHUNqouxi,211373,9,1,4,0.004630,0.457,0.61300,0.0004410,0.0711,-5.756,0.0295,0.1320,105.110
0so0moYLqkFWE6dquoCOsh,221360,2,1,4,0.070400,0.674,0.73600,0.0000019,0.1500,-5.446,0.0385,0.8500,127.427
6FCngfdkfRZ0CwL2eZAgnc,216560,10,0,4,0.008460,0.633,0.82200,0.0000000,0.1410,-5.011,0.0723,0.6330,122.994
1pzJboOZaDNwshBnOlNh3a,273880,6,1,5,0.381000,0.303,0.38400,0.0000051,0.0661,-7.342,0.0339,0.2610,63.345
4u8q2Gddnu8jqCFzxm5IZs,307893,5,1,4,0.001160,0.570,0.92300,0.0000090,0.1410,-3.433,0.0630,0.4030,135.006
3w2vpgEdZt4WB8mWSiNygV,213013,9,1,4,0.902000,0.682,0.36600,0.0001190,0.0965,-8.391,0.0353,0.5900,125.080
4osgfFTICMkcGbbigdsa53,302347,3,1,4,0.072600,0.764,0.50900,0.0006030,0.1620,-9.208,0.1040,0.3830,93.505
